ㄷㄱㅎㅈㄷㅀ > 강서유서 | 안녕하세요~^^
카이사르 >    니쉬    | 니쉬님.. 4시턴부터 몰수하시구요 제가 이어서 바로 포상돌릴테니까.. 넘 많이 몰수하지마세요 제 생각엔 금,쌀 3천씩... 그러다가 돚거국에 털릴수가있음;;;
   니쉬    > 카이사르 | 아무도 완에 없을떄 털리던 당시와는 달리 지금은 통솔높은 장수, 태수 까지 임명 돼있고 치안도 올라가서 못털꺼에요.
   니쉬    > 카이사르 | 3칸에 저번 상태에서도 계략 그리 들어가는거 자체도 매우 용한거구요.
카이사르 >    니쉬    | 통솔높은 장수가 해당성에 있고, 태수까지 있으면 그것도 털리고 안털리는거에 확률적으로 영향을 미치는건가요?
카이사르 >    니쉬    | 그럼 몰수만 부지런히 해주세요 제가 니쉬님 사령 봐가면서 포상 돌릴게요..
   니쉬    > 카이사르 | 네. 계략에 영향 미치는게 치안, 통솔력 있는 장수, 태수, 군사, 시중의 유무, 거리, 계략 사용자 지력과 보정이기 때문에 ㅇㅇ
   니쉬    > 카이사르 | 네. 그렇게 할게요.
카이사르 >    니쉬    | ㅇ일단 금 포상부터 급하니까... 엠장 금10000몰수해도 4800밖에 몰수가 안되니 HideD님 삭턴중이니 금1만 몰수부터 먼저 하세요~... 포상자금 부족함;
   니쉬    > 카이사르 | 스핀 포상 하시게요...?
   니쉬    >     HideD     | 히데님 지금 삭턴 진행 중이시고, 국고가 부족하여 부득이하게 금, 쌀 몰수 좀 하겠습니다. 쟁전에 다시 오시면 포상 드릴테니 이해해주시길 바래요. 죄송합니다
   니쉬    > 카이사르 | 부탁하신대로 몰수 넣고 갠메 드렸습니다.
카이사르 >    니쉬    | 아녀... 스핀포상까지 할 필요는 없을거같아요.. 히데님 금1만부터 몰수하면 얼추 맞아요~
   니쉬    >      DVa      | 디바님 조만간 소지하신 금 중 일부만 국고로 가져가도 되겠습니까~?
카이사르 >    니쉬    | 여유되시면 제 턴 하나 더 가져가세요.. 여자친구 양양 발령.. 이거요~ 저녁쯤?
  청기사   >    니콜    | 니콜아재 아얄좀
   니콜    >   청기사   | 들어가있
   무광    >    비밀    | 밤새고 돌리느라 잘못봤나봅니다 죄송합니다 ㅜㅜ
     DVa      >    니쉬    | 넹 원하시는대로
카이사르 >    무광    | 무광님은 쌀좀 챙겨주세요~~
   무광    > 카이사르 | 7시에 쌀들어오면 뿌리겟습다 그전에 제 소환수들 쌀몰수할게요
   무광    >    장임    | anes님 금포상좀 해주세요
카이사르 >    아소    | 치안강화 1-2턴만 넣어주세요. 신야에 치안 풀로 채우게요...
   니쉬    >      DVa      | 허락해 주셔서 감사합니다~!
카이사르 >    진리    | 더문더문님은 집합장이라 금,쌀 포상 안드려도 됩니다.!
   쿠요    >    니쉬    | 템사러 갔다 하옵니다...
   니쉬    >    쿠요    | 저런 고생이 많으십니다.
   니쉬    >    쿠요    | 어... 거상도 아니고 타국 장수 이신대 템 구매가 되시나요?
   감정    >    狂三    | 견문말고다른내정턴넣어주세요!
   쿠요    >    니쉬    | 아이템 구매는 땅과 관계없이 됩니다. 그 이외에 군량 매매라던지 잡다한것만 나라를 타구요
   니쉬    >    쿠요    | 그렇군요 &#039;ㅁ&#039; 답변 감사합니다아
   쿠요    >    니쉬    | 후후.. 거기에서 첩보도 되니까, 앞으로 와드장하나 구해서 적진으로 이동후 3곳 첩보돌리면 4곳이 계속 불들어오는거니 그런것도 좋구요..
   니쉬    >    쿠요    | 아니 구지 그렇게 속살을 보려 들지 않으셔두 됩니다~
   쿠요    >    니쉬    | 후후... 알겠습니다
   니쉬    > 카이스트 | 종횡 임관이 없었던게 임금이었다네요 &#039;ㅁ&#039;
카이사르 >   하연주   | 양양 치안 6천넘었습니다
  소드락   >     KAITO     | knock knock knock knock! Do U want to build an alliance?
  소드락   >     KAITO     | Okay bye....
    KAITO     >   소드락   | T.T
   니쉬    > 북두칠성 | 척사 ː 지역병종, 특수병종과 전투시 공격 데미지 +10％, 방어 데미지 -10％ 입니다
   니쉬    >    무광    | 국방 수정하셔야 하는 시기가 왔습니다.
   니쉬    > 카이스트 | 이제보니 닉네임이 비슷해서 갠메가 잘못 갔었네요; 죄송함다
   니쉬    > 카이사르 | 종횡 임관이 없었던게 임금이었다네요 &#039;ㅁ&#039;
   카토    >   임사영   | 진양 먹혀서 하내 따이기 전에 부대 뺄거라 관도 출하시면 삽나요!
하기싫은데 >  Navy마초  | 마초님 포상 1천씩만줄여주세요
카이사르 >    니쉬    | 니쉬님 저 양양으로 발령주세요.. 환약좀 사려구요~
카이사르 >    니쉬    | 집합으로 양양갔네요.. 발령안주셔도 돼요.. 근데 우리 부대 집합위치 저거 맞나요? 국방이랑 내무부에 글올린거랑 달라서 제가 일치시켜놨는데;
카이사르 >    니쉬    | 내무부에는 악마사냥꾼 : 상용, 그만불러좀 : 완 이랬거든요.. 국방에는 반대로 되어있죠;;; 제가 이거 내무부 국방하고 일치시킨다고 바꿨는데. 부대탄사람들이 악마사냥꾼에 많다능
카이사르 >    무광    | 우리 부대 집합위치 저거 맞나요? 국방이랑 내무부에 글올린거랑 달라서 제가 일단 일치시켜놨는데;
   니쉬    > 카이사르 | 아 그런가요? 제가 실수 했나보네요;
   무광    > 카이사르 | 음 바뀐거같지만 국방따라가죠! 만들어 주셨으니깐
   니쉬    > 카이사르 | 지금와서 또 바꾸면 혼란이 커지지 않을까 싶은대
카이사르 >    니쉬    | 네 저도 일단 국방따라가는걸로 알고있을게요~
하기싫은데 >    낭군    | 호관부터시작하는 미지배도시는 충차들이정리합니다.  하내출해주세요.
하기싫은데 >   청기사   | 계신가요?
  청기사   > 하기싫은데 | 출근해야해서 자려고 하는데 무슨일이신가여
하기싫은데 > 러스티건 | 러스티건님 죄송합니다.  급해서 몰수해가겠습니다.  죄송합니다.
하기싫은데 >   청기사   | 죄송하지만 금좀 더써도 괜찮겠습니까?  쪼달리네요...
  청기사   > 하기싫은데 | 그러세여 한 천만 남기시면되여
하기싫은데 >   청기사   | 감사합니다.
하기싫은데 >  Navy마초  | 마초님접중이시면 금4ㅊ닌 다이스포상부탁드려요
바닥을탁치고 > 랜임1분장 | 턴을 넣어주세요...ㅜㅜ
바닥을탁치고 >   정휘인   | 휘인님 주무시나욥?
카이사르 >    아소    | 호로 점령했으니 한중으로 발령냅니다
   くま    > 내정달인 | 다른 수뇌님들이 미리 갠메 보내셨을지도 모르겠습니다만 ㅠㅠ 제 기억에 없어서 다시 보냅니다~ 무지장님 쌀에 손 좀 대겠습니다 . 감사합니다!
   くま    > 일기토지배자 | 다른 수뇌님들이 미리 갠메 보내셨을지도 모르겠습니다만 ㅠㅠ 제 기억에 없어서 다시 보냅니다~ 무지장님 쌀에 손 좀 대겠습니다 . 감사합니다!
   くま    >   천괴금   | 다른 수뇌님들이 미리 갠메 보내셨을지도 모르겠습니다만 ㅠㅠ 제 기억에 없어서 다시 보냅니다~ 무지장님 쌀에 손 좀 대겠습니다 . 감사합니다!
바닥을탁치고 >   엄백호   | 엄백호님 매번 열심히하시네요! 혹시 잠은 잘 주무셨나요? 히히
카이사르 >    무광    | 더문더문님 양평으로 뺴주세요,.. 제가 장임님보다 앞선턴이라 장임님 덕양에서 빼줘야할듯...
   くま    >  Navy마초  | 오시면 쌀 포상 대신 몰수로 바꿀게요 ㅠㅠ 몹쓸 탈취. 사령턴 지우고 Air 쌀 4천, 일기토지배자 쌀 3천, 천괴금 쌀 3천 몰수 부탁드립니다~
카이사르 >    니쉬    | 3시 사령턴 남으면 저 덕양으로 발령주셔요~
바닥을탁치고 > 제갈여포 | 제갈여포님 괜찮으시면 성도 1출더 하시고 모훈사부탁드려요!
카이사르 >    니쉬    | 저 쌀 7-8천정도 주세요..국고가 비어서 제가 집합장들 쌀 몰수할테니 8시턴에 주시면 감사~
카이사르 >    검임    | 장안에서 성벽보수 대신에 치안강화 좀 해주시면 감사하겠습니다.
카이사르 >    장임    | 장임님 성도 말고 자동 고고.. 보컬국보다 점유율 앞서야함.
카이사르 >    무광    | 저 쌀좀요 굽신굽신..
   무광    > 카이사르 | 윽 늦게봤어요
카이사르 >    무광    | 니쉬님이 주신대요~ 8시턴에 다른분 쌀 포나 돌리세요..국고 찼는거 다 써야해요..
   검임    > 카이사르 | 치안으로 교체후 진행합니다
   니콜    >    플젠    | 근데님누구
카이사르 >      DVa      | 이번턴 성도 성벽일거같습니다..
카이사르 > 그만좀불러좀 | 이제 집합 몇 턴만 입력하시고 3-4턴 후부터는 기술연구로 입력해주시면 감사하겠습니다.
  엄백호   > 바닥을탁치고 | 예. 이번기수 특기랑 아이템도 잘 받아서 재밌게 하고 있습니다
카가미네렌 >   청기사   | 쌀이 너무없어서 몰수좀 할게요 ㅠㅠ
  청기사   > 카가미네렌 | 네 그러세여 ㅇㅇ... 첩보할 일이 당분간 없을거같으니 전부 몰수해가서도 됩니다.
 Navy마초  >     KAITO     | 저 낙양에 있다가 눈치보고 부대탈게요.
    KAITO     >  Navy마초  | 옙
바닥을탁치고 >  Navy마초  | 마초님 괜찮으시면 출한번만 부탁드려요 ㅎㅎ
 Navy마초  > 바닥을탁치고 | 넹
바닥을탁치고 >   청기사   | 청기사님 갠메를 해드렸는지 몰라 보내드립니다. 원활한 전쟁을위해 쌀을 좀 가져가야될거같습니다.. 죄송합니다ㅜㅜㅜ
카이사르 >    니쉬    | 금좀 주세요~ ㅎㅎ
카이사르 >    무광    | 집합장들한테 연락하셔가지고 다시 집합살리세요... 덕양에 인구가 줄어들어서 집합 후방으로 하나 돌려야됩니다. 장안에도 하나 있으면 좋구요..
    KAITO     >    쿠요    | 남은 기간 보컬로이드국과 함께 해요~ 재미있게 해드릴께요!
    KAITO     >   소드락   | 남은 기간 보컬로이드국과 함께 해요~ 재미있게 해드릴께요!
    KAITO     >   하연주   | 남은 기간 보컬로이드국과 함께 해요~ 재미있게 해드릴께요!
    KAITO     >    재야    | 남은 기간 보컬로이드국과 함께 해요~ 재미있게 해드릴께요!
    KAITO     > 오늘도삼모냐 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
    KAITO     > 오늘도삼모냐 | 남은 기간 보컬로이드국과 함께 해요~ 재미있게 해드릴께요!
    KAITO     > 아르카나하트 | 남은 기간 보컬로이드국과 함께 해요~ 재미있게 해드릴께요!
    KAITO     > 직장인페이트 | 남은 기간 보컬로이드국과 함께 해요~ 재미있게 해드릴께요!
바닥을탁치고 >  Navy마초  | 마초님 죄송한데 낭군님 금포상 4천으로 바꿔주실수있으세요?
카이사르 >    니쉬    | 저포함해서 쌀 부족한 쟁장들한테 쌀포좀 해주세요~
 Navy마초  > 바닥을탁치고 | 엌....
바닥을탁치고 >  Navy마초  | 아 괜찮아요 ㅎㅎ
카이사르 >   이쓰미   | 엠장이랑 집합장부터 몰수하고 그후에 삭턴장몰수하세요 내정장은아직...
카이사르 >    쿠요    | 쿠요님. 사령턴 한칸씩 당겨주세요... 악마좀..님은 제가 무릉으로 발령함..
   쿠요    > 카이사르 | 넹 !
바닥을탁치고 > 강서유서 | 강서유서님! 정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 > 그래도우리는 | 그래도우리는님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >    내나    | 내나님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >    누렁    | 누렁님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
   니쉬    >   박일아   | 박일아님~ 어디 가시기로 마음 잡으신 곳이 있으신가유?
바닥을탁치고 >   대악마   | 대악마님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >   물파스   | 물파스님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >   박일아   | 박일아님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >   발암맨   | 발암맨님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >   샤그니   | 샤그니님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >   소드락   | 소드락님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 > 아르카나하트 | 아르카나하드님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 > 안돼요안돼요 | 안돼요안돼요님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 > 엘마쨩상향좀 | 엘마쨩상향좀님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >    연이    | 연이님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 > 오늘도삼모냐 | 오늘도삼모냐님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 > 일본어번역기 | 일본어번역기님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >   임사영   | 임사영님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
   니쉬    >    카토    | 카토님 저희국 오실 생각 없으실까유~~? 고숙의 손길이 필요합니다.
바닥을탁치고 > 잠둥이션 | 잠둥이션님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼! ps 사진 너무 귀여워요!히히
바닥을탁치고 > 직장인페이트 | 직장인페이트님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >    카토    | 카토님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 > 페르시아 | 페르시아님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
카이사르 > 악마사냥꾼 | 악마님 이제 집합입력하지마시고 올 턴 농업 또는 상업 입력 부탁드립니다..
바닥을탁치고 > 평민킬러 | 평민킬러님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 > 푸린푸린♥ | 푸린푸린님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >    플젠    | 플젠님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
바닥을탁치고 >   하루카   | 하루카님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
카이사르 > 더문더문 | 더문더문님. 쟁 끝났으니 집합턴 취소하고 농상업 턴 입력해주시기 바랍니당...
   니쉬    >     SARS     | 사스님 망명장 받으시기로 하신곳 있으신가요? 없으시면 때릴곳 많은 저희국 오셔서 벽좀 허물어 주실 수 없으신지?
바닥을탁치고 >     SARS     | SARS님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
카이사르 >    니쉬    | 저 남영으로 보내주세요~
바닥을탁치고 > 南ことり | 남코토시님!  정말고생하셨습니다. 이제 마지막 전쟁인데 저희와 함께하시지 않으시겠습니까? 원하시면 등용장도 드리겠습니다. 꼭 연락주십쇼!
평민킬러 > 바닥을탁치고 | 가면 흑색마 타고 놀수있나요 ~.~?
바닥을탁치고 > 평민킬러 | 당연히 드려야지요! 히히
   니쉬    > 카이사르 | 접수했습니다~
평민킬러 > 바닥을탁치고 | 등용장 주시면 날아가겠습니다~
바닥을탁치고 > 평민킬러 | 넷 감사합니다!
   니쉬    > 강서유서 | 갓서유서님 망명 가실곳이 정해져 있으시지 않으시면 저희국에 오셔서 도움좀 주실 수 없을까요~
  박일아   > 바닥을탁치고 | 걍 임관갑니다. 등용장은 턴아까워용~
바닥을탁치고 >   박일아   | 감사합니다!ㅎㅎ
   니쉬    > 잠둥이션 | 서촉의 명장 너구리님 털가진 동료들 보러 오지 않으시겠습니까?
카이사르 >     Anes     | 박일아님 이미 저쪽으로 갔네요
    Anes     > 카이사르 | 네 확인했어요
   니쉬    > 잠둥이션 | 일단 등용장 드리오니 맘 내키면 수락해주세유
제갈여포 >   아수라   | 아수라님 퉤섭 오픈할꺼임 ~~
카이사르 > 평민킬러 | 평민킬러님.! 마지막 천통쟁을 우리 접속국에서 함께하시지 않으실렵니까..?
카이사르 >    무광    | 무광님. 부대 탈퇴안한 장수들이 많아서 개별발령이 힘들겠네요.. 집합장들 연락해서 농상턴 입력하라고 할 수 있나요?
   무광    > 카이사르 | 더문님은 공부중이라 힘들거 옥수수는 말해둘게염
   무광    > 카이사르 | 옥수수보곤 그냥 다 킥하라고 할게요
카이사르 > 강서유서 | 강서유서님.! 마지막 천통쟁을 우리 접속국에서 함께하시지 않으실렵니까..?
바닥을탁치고 > 평민킬러 | 아.. 등용장 넣어주신다던분이 순간 금이 모자라셨었네요..ㅜㅜ 기다리게해서 죄송합니다 18분에 날아갑니다!
   무광    >     KAITO     | 나나님 천통쟁 조금 앞당기는게 어떠신가요 지금대로면 일요일 새벽4시개전인데 토욜오전이나 금요일 밤 정도로
    KAITO     >    무광    | 제가 일요일 새벽까지 중요한 일이 있어서 조금 늦추는 편이 더 좋습니다.
    KAITO     >    무광    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   무광    >     KAITO     | 윽 그럼 그대로 해야겠네요. 더 늦추면 깃수가 너무 늘어지니..
    KAITO     >    무광    | 넵 저희 장수들은 아무때나 해도 된단 입장이긴 한데 조금 더 의논해볼께요
카이사르 >    무광    | 읭읭님이랑 아소님 남영으로 보내주세요
카이사르 >   이쓰미   | 읭읭님 남영으로 발령좀 주세요~
카이사르 >    쿠요    | 혹 무광님이나 이쓰미님이 읭읭님 남영으로 발령 입력안했으면 쿠요님이 사령턴 한 턴 밀고 읭읭님 남영으로 발령부탁드립니다.
카이사르 >    쿠요    | 읭읭님 발령 빼고(이쓰미님이 발령턴입력함) 카이스트님 완으로 발령부탁합니다.
카이사르 >    쿠요    | 이쓰미님이 읭읭님 발령 뻈으니 그대로 사령턴 놔두시면 됩니다.
카이사르 >   이쓰미   | 이쓰미님... 카이스트님 (무릉에 있던데..) 완으로 발령주세요~
카이사르 >   이쓰미   | 여강이 좋을란가요? 한번 보시고 태수자리 주시면서 전방 성에 발령주세요..
   쿠요    > 카이사르 | 헉 ! 넵 !
  이쓰미   > 카이사르 | 앙대요! 실질적군주 나무늘보한테 시키셈요!
  청기사   >    니콜    | 니콜 아재 님 거상인데 발령이 아예 안되는 듯 지금 내가 확인해보니까 95퍼에서 쌀팜하시든데
   니콜    >   청기사   | 저는 아재가아니고 차칸어린이라 10시가넘으면 잔다구요 신경써주셔서♡
    KAITO     >    무광    | 아무래도 당기기는 힘들것같아요 일요일 4시는 좀 너무하고 10시정도로 어떨까요?
카이사르 >     Anes     | 완 성벽보수 거의 다 차가는데... 일단 몇 턴 정도 치안강화로 전환해주세요... 다른성에 발령받으면 그때부터 다시 성수로 전환해주세요~
    Anes     > 카이사르 | 주기적으로 확인해서 성벽다차면 전환할게요
카이사르 >    니쉬    | 자금상황도 봐야하므로 내일 저녁에 봤음합니다.. 무엇보다 제가 오늘 아얄에 못들어가서..쿨럭..
   니쉬    > 카이사르 | 옙 ~
   니쉬    > 카이사르 | 어서오세유~~
   니쉬    > 카이사르 | 방사요;
    Anes     > 강서유서 | 해산용으로 잠시 쌀몰수좀 할게요
  청기사   >    니콜    | 아재가 거짓말치시네;
카이사르 >    무광    | 우리 쟁장들한테 아이템(6말 등) 사는거에 대해 어떻게 생각하세요? 무광님,니쉬님,일부수뇌분들이랑 내일저녁에 아얄에서 의논하려고해요...
   무광    > 카이사르 | 6말은 너무비싸고 4말이나 5말이 어떨까요
카이사르 >    무광    | 내일까지 자금상황 함 보려구요... 내일 밤에 아얄에 들어오세요~
잠둥이션 >    무광    | ㅋㅋㅋㅋㅋ 장난인데.....너무 진지하게 받아들이지 말아주세욬ㅋㅋㅋㅋㅋㅋ 죄송...ㅋㅋㅋㅋㅋㅋ
   무광    > 잠둥이션 | 마침 카이사르님과 말구입 논의를 하고 있었습니다 ㅋㅋ 아마 낼 밤에 몇말살지 결정할게욥
   니쉬    > 잠둥이션 | 템 구입 등과 관련해서 아마 내일 저녁에 수뇌진 분들 국채에 모여서 논의가 있을꺼에요. 템 구입 자체는 아마 하는 쪽으로 결론 나지 않을까 싶네요. 여유 되시면 내일 국채 오세유
악마사냥꾼 >    무광    | 천통쟁때 장안 자동만 막으면서 남만 먼저 따야 상대방 삽턴 유도할듯
오늘도삼모냐 > 바닥을탁치고 | 넵
잠둥이션 >    니쉬    | ㅋㅋㅋ 전 아알은 안해서 +2말이여도 괜찮습니다~  수뇌부 회의 기다리겠습니다~~
잠둥이션 >    무광    | ㅋㅋㅋ 전 장난으로 말한거에욬ㅋㅋㅋㅋ +2말이여도 괜찮습니다~ 수뇌부 회의 기다리겠습니다~~
카이사르 >     Anes     | 저 아직 계양으로 안보내셔도됩니다.. 남영 성수 풀로채우고 치안조금 더올려놓고 발령요청하겠습니다.
    Anes     > 카이사르 | 남영성벽을 여럿이 쌓고있어서 아침되면 삽날까해서 그냥 발령해두려고했는뎅
카이사르 >     Anes     | 그럼 새벽에 저 말고 읭읭님이나 노당수님 보내세요~
    Anes     > 카이사르 | 네
   니쉬    >   류화영   | 류화영님 죄송하지만 쌀 좀 몰수하여 쟁장분들에게 배분좀 할게요.
   니콜    >   청기사   | 유즈키유카리 국방요청
  청기사   >    니콜    | 사진 가쟈오셈
바닥을탁치고 > 오늘도삼모냐 | 등용 드릴까요?
   무광    >     KAITO     | 저희 국 장수분들은 그대로 하자는 의견이 많네요... 윽...
   무광    > 카이사르 | 몇시쯤에 아얄에서 뵐까염 오늘 집 갈 시간이 애매해면 랩에 남아서 들어오던가 하게요
카이사르 >    무광    | 9시는 되어야할듯해요..
   무광    > 카이사르 | 넹 알겠습니다
카이사르 >    무광    | 계획에 없던 회식이잡힌관계로 ㅜㅜ
    KAITO     >    무광    | 넵 그럼 4시턴에 선포하세요
카이사르 >    니쉬    | 전 9시 이후에 접속한다고 무광님이 알고있어요.. 현재상황으로볼때 9시반은되어야 접속할듯
카이사르 >    무광    | 더문더문님 삭턴 40턴 남았는데 조치취해주세요~
카이사르 >    무광    | 그리고 이제 4말도 슬슬 사야하는데 아이템구매관련 집합부대하나있어야할거같네요. 더문더문님 턴 입력하실때 집합으로 해도될듯합니다. 농상업도 많이찼으니깐요..
   플젠    >    니콜    | 쿠레나이
   무광    >   김우민   | 요즘 롤을 못들어가고 있는데, 보면 토욜오후부터 부대 집합점 해주삼
   무광    > 카이사르 | 악마사냥꾼한테 말할게요 더문님은 공부중이라 ㅇ ㅇ
카이사르 >    니쉬    | 무광님하고 상의해서 불가침끝나면 바로 선포할수있도록 사령예턴해주세요~ 그리고 잠둥이션님의견... 증축? 여기에대해서는 어떻게생각하시는지?
   니쉬    > 카이사르 | 증축하면 템 못사요. 선포는 상황 보겠습니다.
   니쉬    >    무광    | 군주님 쌀 판매 시작해주세요.
   니쉬    >    무광    | 포상 할 닉 말씀하시면 포상이나 몰수 넣겠습니다.
   니쉬    >    무광    | 그리고 선포 직접 하실꺼면 말씀주세요. 사령턴 뺄게요
   무광    >    니쉬    | 제가 쌀팔게요 스핀해서 저한테 몰빵넣어주세양. 선포는 누가해도 상관없숩니당
   니쉬    > 카이사르 | 쌀 매각 무광님이 직집하신다고 하니 포상좀 부탁드려요.
   무광    > 그만좀불러좀 | 토요일 저녁 6시즈음부터 집합 해주시면 감사하겠습니다!
   니쉬    >    진리    | 진리님 악마사냥꾼 금 몰수 2~12턴 입력좀 부탁드려요
   니쉬    > 잠둥이션 | 잠둥이션님 무광님 금 몰수 2턴부터 12까지 입력좀 부탁드립니다.
   니쉬    > 카이사르 | 좀전 부탁드린건 직접 처리 했습니다. 템 구매자 혹은 예정자 포상으로 부탁 다시 드릴게요.
   진리    >    니쉬    | 100씩..??
   니쉬    >    장임    | 악마사냥꾼 쌀 포상 1 ~ 12턴 입력좀 해주셰요
   니쉬    >    진리    | 만씩이요. 장비 풀기 위해서 금으로 바꿀겁니다.
   진리    >    니쉬    | 거지신데..!?
   니쉬    >    진리    | 포상 들가고 바로 쌀 파실꺼에요 그러니 걱정마시길
   무광    >    감정    | 토요일 오전 12시까지 돈 넣어드릴테니 식품영약학 부대타시고 +6말과 환약, 무력지력 균형용템을 구매하세요! 글고 동생분 집합 잘 부탁드립니다흑
   니쉬    >     Anes     | Anes님 금 2만 미만인 쟁장분들 금 2만 되게 끔 포상 좀 넣어주시면 감사하겠습니다~
   니콜    >   청기사   | http://info.shimamura.co.jp/digital/img/upload/shimastaff2/2015/vocaloid4_yukari_02.jpg
   니콜    >   청기사   | http://vocaloid-wallpaper-matome.com/wp-content/uploads/2014/06/yukari-beautiful-illustration-01.jp
   니콜    >   청기사   | 선링크 후감사
   니콜    >   청기사   | http://blog-imgs-66-origin.fc2.com/r/s/v/rsvmille/20140305220924b72.jpg
카이사르 >   전인호   | 얼룩말부대타고 아이템 구입하세요.. 식품영양학부대는 영안에서 집합하니 아이템구입못합니다..
카이사르 >     Anes     | 저도 금1만 포상부탁해요~
카이사르 >    진리    | 진리님. 식품영양학부대타고 영안가서 성수좀 해주세요~
   니쉬    >    선비    | 4말 구매입니다. 국방 봐주세유.
   니쉬    > 카이사르 | 추가적으로 템 구매 하셔야 하는 명장 분들 중 선비님은 6말 구매하셨으니 갠메 드릴때 건너 뛰시면 될 듯 합니다.
   니쉬    >     Anes     | Anes님 히데님 금포상 1만으로 늘려서 해주시면 감사하겠습니다~
카이사르 >    니쉬    | 4템은 언제구매하면 될까요? 오늘 저녁까지는 구입해야하지싶은데
